person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
24.0,76000.0,Mortgage,8.0,Education,B,13500.0,9.99,0.0,0.18,N,4
24.0,80000.0,Mortgage,8.0,Education,A,7500.0,8.63,0.0,0.09,N,4
25.0,47000.0,Rent,2.0,Medical,C,12000.0,15.96,0.0,0.26,Y,2
35.0,100000.0,Mortgage,9.0,Education,B,6000.0,9.99,0.0,0.06,N,7
33.0,95000.0,Mortgage,4.0,Venture,A,8000.0,5.79,0.0,0.08,N,10
31.0,60000.0,Mortgage,4.0,Debtconsolidation,C,1500.0,12.99,0.0,0.03,N,10
29.0,89849.0,Mortgage,13.0,Education,C,6000.0,13.98,0.0,0.07,Y,5
21.0,33388.0,Rent,3.0,Education,B,1000.0,10.99,0.0,0.03,N,2
27.0,42000.0,Own,4.0,Education,C,10000.0,14.65,0.0,0.24,N,7
25.0,61500.0,Rent,1.0,Education,C,18000.0,13.23,0.0,0.29,Y,2
23.0,21000.0,Own,7.0,Venture,B,7500.0,12.69,0.0,0.36,N,3
30.0,49000.0,Rent,1.0,Education,C,4800.0,13.79,0.0,0.1,Y,9
25.0,37200.0,Rent,3.0,Education,C,14500.0,13.85,1.0,0.39,Y,3
27.0,39000.0,Rent,1.0,Venture,D,6000.0,14.61,1.0,0.15,N,7
22.0,65416.0,Mortgage,6.0,Education,A,8000.0,6.92,0.0,0.12,N,2
23.0,83000.0,Rent,0.0,Venture,A,12000.0,7.51,0.0,0.14,N,3
25.0,55200.0,Mortgage,5.0,Education,B,4225.0,12.42,0.0,0.08,N,2
24.0,73000.0,Rent,8.0,Homeimprovement,B,19000.0,10.62,0.0,0.26,N,3
21.0,90000.0,Rent,3.0,Education,B,4800.0,9.62,0.0,0.05,N,3
29.0,40404.0,Rent,4.0,Venture,A,14000.0,8.49,1.0,0.35,N,10
36.0,100000.0,Mortgage,17.0,Debtconsolidation,A,6000.0,7.14,0.0,0.06,N,17
25.0,50000.0,Rent,3.0,Personal,D,4000.0,14.61,0.0,0.08,Y,4
25.0,74000.0,Rent,2.0,Venture,A,12000.0,7.88,0.0,0.16,N,3
22.0,43000.0,Own,2.0,Venture,B,22800.0,12.69,0.0,0.53,N,2
25.0,40000.0,Rent,0.0,Venture,B,5925.0,11.11,0.0,0.15,N,3
25.0,84000.0,Rent,5.0,Debtconsolidation,B,9000.0,11.36,0.0,0.11,N,2
34.0,30000.0,Rent,2.0,Debtconsolidation,A,12000.0,8.9,1.0,0.4,N,7
23.0,39000.0,Rent,1.0,Debtconsolidation,D,6000.0,15.99,1.0,0.15,Y,3
28.0,80000.0,Rent,0.0,Venture,B,22000.0,9.76,0.0,0.28,N,9
21.0,40000.0,Rent,3.0,Venture,B,5000.0,9.25,0.0,0.13,N,4
25.0,56000.0,Mortgage,5.0,Personal,C,10250.0,14.65,0.0,0.18,Y,4
22.0,28800.0,Rent,3.0,Medical,A,2000.0,8.49,0.0,0.07,N,2
32.0,27500.0,Own,1.0,Venture,D,5000.0,14.59,0.0,0.18,Y,10
33.0,54000.0,Mortgage,6.0,Education,B,2100.0,9.99,0.0,0.04,N,6
24.0,27000.0,Rent,1.0,Medical,D,1500.0,16.29,1.0,0.06,Y,4
28.0,64000.0,Mortgage,3.0,Venture,A,7200.0,7.29,0.0,0.11,N,8
25.0,27600.0,Rent,2.0,Venture,B,3200.0,12.21,0.0,0.12,N,2
23.0,68000.0,Mortgage,5.0,Medical,B,11500.0,9.99,0.0,0.17,N,2
22.0,42000.0,Rent,0.0,Venture,D,16000.0,16.0,1.0,0.38,N,3
22.0,74000.0,Rent,4.0,Personal,A,5050.0,5.42,0.0,0.07,N,3
26.0,41892.0,Rent,8.0,Education,C,11300.0,13.22,0.0,0.27,N,4
24.0,40800.0,Rent,0.0,Medical,B,7000.0,11.86,0.0,0.17,N,2
28.0,36000.0,Rent,2.0,Homeimprovement,B,7500.0,10.39,1.0,0.21,N,9
25.0,100000.0,Rent,7.0,Medical,C,9000.0,11.34,0.0,0.09,Y,4
22.0,96000.0,Rent,6.0,Personal,B,17000.0,11.48,0.0,0.18,N,2
22.0,60000.0,Own,6.0,Venture,A,11500.0,7.88,0.0,0.19,N,2
34.0,61200.0,Rent,18.0,Medical,B,30000.0,11.71,1.0,0.49,N,8
30.0,64000.0,Rent,8.0,Debtconsolidation,D,16000.0,15.7,1.0,0.25,Y,5
25.0,33000.0,Mortgage,6.0,Education,A,8000.0,6.62,0.0,0.24,N,4
27.0,29120.0,Rent,2.0,Medical,B,4000.0,10.75,0.0,0.14,N,8
31.0,53000.0,Mortgage,8.0,Education,C,3000.0,15.23,0.0,0.06,N,5
42.0,30000.0,Rent,5.0,Venture,D,8000.0,14.96,0.0,0.27,Y,12
29.0,45996.0,Rent,6.0,Education,B,3000.0,9.76,0.0,0.07,N,7
43.0,50000.0,Rent,0.0,Personal,B,4500.0,10.74,0.0,0.09,N,16
28.0,38000.0,Rent,7.0,Personal,C,5000.0,13.49,1.0,0.13,N,6
30.0,105000.0,Mortgage,0.0,Venture,C,6000.0,14.72,0.0,0.06,Y,10
22.0,34819.0,Rent,2.0,Personal,B,16800.0,10.99,1.0,0.48,N,4
23.0,65000.0,Rent,0.0,Medical,A,6000.0,9.63,0.0,0.09,N,3
31.0,79000.0,Mortgage,14.0,Debtconsolidation,C,20000.0,13.49,0.0,0.25,N,6
23.0,34348.0,Mortgage,7.0,Education,A,5000.0,7.9,0.0,0.15,N,3
27.0,38400.0,Rent,6.0,Medical,B,5000.0,9.88,0.0,0.13,N,10
21.0,22000.0,Own,5.0,Venture,A,7350.0,7.66,0.0,0.33,N,2
27.0,140000.0,Mortgage,7.0,Personal,A,18000.0,7.9,0.0,0.13,N,9
22.0,69000.0,Mortgage,6.0,Medical,A,6500.0,5.99,0.0,0.09,N,2
35.0,84175.0,Rent,4.0,Education,A,7000.0,7.29,0.0,0.08,N,8
21.0,16200.0,Rent,3.0,Education,A,1200.0,7.49,0.0,0.07,N,3
27.0,45000.0,Rent,12.0,Debtconsolidation,C,10400.0,14.65,0.0,0.23,N,9
24.0,40000.0,Rent,0.0,Personal,A,10000.0,8.49,0.0,0.25,N,3
23.0,34884.0,Rent,3.0,Education,A,2000.0,6.92,0.0,0.06,N,2
28.0,123000.0,Mortgage,0.0,Personal,A,10000.0,7.14,1.0,0.08,N,6
23.0,14400.0,Rent,2.0,Venture,A,5000.0,6.91,1.0,0.35,N,3
30.0,80000.0,Mortgage,4.0,Debtconsolidation,A,10750.0,6.17,0.0,0.13,N,5
34.0,30000.0,Rent,5.0,Medical,A,4200.0,5.79,0.0,0.14,N,8
25.0,43000.0,Rent,2.0,Venture,A,7800.0,7.14,0.0,0.18,N,3
23.0,65000.0,Rent,2.0,Venture,A,5000.0,5.42,0.0,0.08,N,2
26.0,45500.0,Rent,2.0,Education,B,9400.0,9.91,0.0,0.21,N,2
31.0,144000.0,Rent,0.0,Education,G,13000.0,21.21,1.0,0.09,N,6
23.0,37700.0,Mortgage,4.0,Education,D,8000.0,15.62,0.0,0.21,Y,3
32.0,42000.0,Rent,4.0,Debtconsolidation,B,5000.0,10.08,0.0,0.12,N,9
47.0,30000.0,Rent,2.0,Homeimprovement,C,3000.0,12.99,1.0,0.1,N,11
29.0,64402.0,Rent,1.0,Debtconsolidation,A,13500.0,7.49,0.0,0.21,N,8
27.0,56400.0,Rent,4.0,Personal,D,8000.0,16.77,0.0,0.14,Y,10
37.0,22800.0,Own,18.0,Education,A,7000.0,6.03,0.0,0.31,N,15
26.0,29000.0,Mortgage,1.0,Homeimprovement,B,11200.0,11.14,1.0,0.39,N,4
31.0,65000.0,Rent,2.0,Medical,A,8000.0,6.99,0.0,0.12,N,9
25.0,100000.0,Rent,3.0,Venture,A,10000.0,6.62,0.0,0.1,N,4
22.0,80000.0,Mortgage,0.0,Medical,C,2000.0,14.72,0.0,0.03,Y,3
24.0,65000.0,Mortgage,2.0,Venture,B,12000.0,12.69,0.0,0.18,N,4
31.0,57400.0,Mortgage,6.0,Personal,A,7600.0,5.99,0.0,0.13,N,10
25.0,40000.0,Rent,9.0,Education,D,5600.0,14.61,0.0,0.14,N,2
22.0,54000.0,Mortgage,0.0,Homeimprovement,A,16000.0,7.51,1.0,0.3,N,2
23.0,76000.0,Rent,7.0,Medical,B,20000.0,10.37,0.0,0.26,N,3
23.0,32388.0,Mortgage,0.0,Venture,B,6000.0,10.71,0.0,0.19,N,4
24.0,48000.0,Mortgage,3.0,Debtconsolidation,B,4800.0,9.99,0.0,0.1,N,2
28.0,50000.0,Rent,0.0,Venture,A,7000.0,6.92,0.0,0.14,N,9
48.0,56500.0,Mortgage,9.0,Debtconsolidation,B,15000.0,11.14,1.0,0.27,N,11
22.0,67807.0,Mortgage,6.0,Education,A,6400.0,7.14,0.0,0.09,N,3
28.0,45300.0,Rent,3.0,Debtconsolidation,C,17000.0,14.72,1.0,0.38,N,10
23.0,60000.0,Rent,6.0,Debtconsolidation,B,22000.0,10.25,1.0,0.37,N,4
24.0,29000.0,Rent,0.0,Venture,B,4000.0,9.45,0.0,0.14,N,3
36.0,46000.0,Mortgage,6.0,Personal,C,5350.0,15.27,1.0,0.12,N,12
28.0,35000.0,Rent,0.0,Homeimprovement,A,5000.0,8.9,1.0,0.14,N,9
24.0,69000.0,Rent,2.0,Debtconsolidation,B,12000.0,10.2,1.0,0.17,N,4
26.0,39516.0,Rent,0.0,Medical,A,5000.0,7.74,0.0,0.13,N,3
31.0,250000.0,Mortgage,2.0,Medical,C,4000.0,14.22,0.0,0.02,Y,10
29.0,87000.0,Mortgage,4.0,Homeimprovement,B,15000.0,10.99,0.0,0.17,N,5
25.0,35000.0,Own,9.0,Venture,C,4000.0,13.11,0.0,0.11,N,4
21.0,35000.0,Own,5.0,Venture,A,4000.0,7.29,0.0,0.11,N,2
46.0,54000.0,Rent,8.0,Personal,B,10000.0,11.71,1.0,0.19,N,15
41.0,35000.0,Mortgage,18.0,Debtconsolidation,C,1500.0,13.06,0.0,0.04,N,12
34.0,68000.0,Mortgage,1.0,Education,C,15000.0,11.78,0.0,0.22,Y,7
24.0,128000.0,Mortgage,4.0,Education,A,12000.0,6.03,0.0,0.09,N,2
28.0,82000.0,Mortgage,3.0,Homeimprovement,D,25000.0,16.29,0.0,0.3,N,5
24.0,44000.0,Rent,0.0,Medical,A,8500.0,7.51,0.0,0.19,N,4
24.0,90000.0,Rent,6.0,Homeimprovement,D,15000.0,17.27,0.0,0.17,Y,4
22.0,38500.0,Rent,0.0,Personal,A,5500.0,7.74,0.0,0.14,N,2
24.0,20800.0,Own,0.0,Personal,D,5000.0,16.29,0.0,0.24,Y,3
23.0,77004.0,Mortgage,6.0,Medical,A,12000.0,5.79,0.0,0.16,N,3
32.0,150000.0,Mortgage,11.0,Personal,A,20000.0,7.9,0.0,0.13,N,10
25.0,156000.0,Mortgage,9.0,Debtconsolidation,C,10000.0,13.22,0.0,0.06,Y,2
29.0,58800.0,Mortgage,13.0,Venture,B,16000.0,9.88,0.0,0.27,N,6
23.0,37440.0,Rent,8.0,Education,E,8000.0,14.18,0.0,0.21,N,2
22.0,27500.0,Rent,1.0,Education,B,4250.0,10.99,0.0,0.15,N,4
22.0,50000.0,Mortgage,2.0,Debtconsolidation,A,11000.0,8.94,0.0,0.22,N,4
37.0,97000.0,Rent,8.0,Homeimprovement,F,25000.0,19.41,0.0,0.26,N,11
26.0,36000.0,Mortgage,8.0,Homeimprovement,C,6000.0,12.29,0.0,0.17,Y,4
28.0,60000.0,Rent,12.0,Homeimprovement,D,5000.0,15.7,0.0,0.08,Y,7
35.0,72000.0,Mortgage,3.0,Medical,A,12800.0,6.62,0.0,0.18,N,10
31.0,59000.0,Mortgage,2.0,Debtconsolidation,B,13000.0,11.14,0.0,0.22,N,7
24.0,80004.0,Rent,3.0,Education,A,10000.0,6.62,0.0,0.12,N,2
28.0,36960.0,Own,6.0,Homeimprovement,C,15000.0,13.61,0.0,0.41,Y,10
25.0,60000.0,Rent,9.0,Medical,B,7000.0,10.36,0.0,0.12,N,3
31.0,30372.0,Rent,2.0,Personal,D,20200.0,14.74,1.0,0.67,Y,5
24.0,33600.0,Rent,1.0,Debtconsolidation,B,10000.0,9.88,1.0,0.3,N,4
24.0,38000.0,Rent,0.0,Education,C,12000.0,11.34,1.0,0.32,N,3
25.0,38880.0,Mortgage,1.0,Personal,A,9500.0,7.51,0.0,0.24,N,4
26.0,45000.0,Rent,5.0,Personal,B,2000.0,11.49,0.0,0.04,N,2
25.0,46000.0,Rent,4.0,Education,B,15625.0,9.91,1.0,0.34,N,4
39.0,30000.0,Rent,3.0,Debtconsolidation,C,2300.0,14.79,0.0,0.08,Y,15
27.0,27000.0,Rent,3.0,Medical,B,6900.0,9.99,0.0,0.26,N,7
29.0,38004.0,Rent,2.0,Education,C,1500.0,12.53,1.0,0.04,N,8
25.0,200000.0,Own,0.0,Venture,B,24000.0,12.18,0.0,0.12,N,2
23.0,61000.0,Rent,3.0,Venture,C,8000.0,13.22,0.0,0.13,Y,2
28.0,39600.0,Rent,6.0,Venture,B,4500.0,10.25,0.0,0.11,N,10
23.0,36000.0,Rent,5.0,Medical,B,10000.0,9.99,0.0,0.28,N,4
33.0,48000.0,Rent,0.0,Medical,C,4000.0,14.65,0.0,0.08,N,5
38.0,85000.0,Rent,9.0,Medical,B,10000.0,11.12,0.0,0.12,N,12
25.0,82000.0,Rent,2.0,Personal,A,9200.0,6.03,0.0,0.11,N,3
23.0,48000.0,Rent,7.0,Medical,D,20000.0,15.65,1.0,0.42,N,4
24.0,120000.0,Mortgage,1.0,Medical,A,3000.0,6.39,0.0,0.03,N,3
21.0,24000.0,Rent,6.0,Venture,D,2400.0,16.29,0.0,0.1,N,3
23.0,56403.0,Mortgage,7.0,Medical,D,30000.0,16.49,1.0,0.45,N,2
24.0,70000.0,Mortgage,4.0,Education,B,21000.0,11.99,0.0,0.3,N,4
21.0,45600.0,Mortgage,5.0,Medical,A,6000.0,6.03,0.0,0.13,N,4
26.0,64000.0,Mortgage,5.0,Debtconsolidation,D,7000.0,15.95,1.0,0.11,N,2
30.0,25800.0,Mortgage,7.0,Debtconsolidation,A,6000.0,5.99,0.0,0.23,N,6
23.0,51000.0,Mortgage,7.0,Medical,A,10000.0,7.14,0.0,0.2,N,2
27.0,56000.0,Mortgage,4.0,Debtconsolidation,B,10050.0,9.63,0.0,0.18,N,8
21.0,28000.0,Own,3.0,Venture,A,4000.0,7.88,0.0,0.14,N,3
27.0,109000.0,Mortgage,7.0,Education,A,3950.0,6.03,0.0,0.04,N,7
24.0,54000.0,Mortgage,9.0,Medical,C,15600.0,13.61,0.0,0.29,Y,4
34.0,54072.0,Mortgage,12.0,Personal,B,7000.0,11.89,0.0,0.13,N,9
32.0,30000.0,Rent,1.0,Education,B,11450.0,9.99,1.0,0.38,N,6
28.0,111000.0,Mortgage,12.0,Debtconsolidation,F,25000.0,19.79,1.0,0.23,N,5
23.0,60000.0,Mortgage,6.0,Personal,A,7000.0,6.54,0.0,0.12,N,2
22.0,31200.0,Rent,0.0,Debtconsolidation,A,2700.0,6.91,0.0,0.09,N,4
23.0,90000.0,Rent,5.0,Medical,A,8000.0,6.92,0.0,0.09,N,3
23.0,55000.0,Mortgage,2.0,Education,A,7000.0,8.59,0.0,0.13,N,2
23.0,28800.0,Mortgage,7.0,Debtconsolidation,B,8400.0,9.63,0.0,0.29,N,3
26.0,55000.0,Mortgage,2.0,Medical,A,11300.0,7.29,0.0,0.21,N,4
25.0,60000.0,Other,3.0,Debtconsolidation,B,5000.0,11.14,0.0,0.08,N,3
26.0,120000.0,Mortgage,5.0,Education,B,13000.0,10.99,0.0,0.11,N,2
22.0,20796.0,Rent,1.0,Debtconsolidation,D,10775.0,15.37,1.0,0.52,Y,2
28.0,82300.0,Rent,3.0,Venture,A,3600.0,9.63,0.0,0.04,N,8
33.0,30929.0,Mortgage,12.0,Education,A,5300.0,7.68,0.0,0.17,N,7
33.0,30000.0,Rent,3.0,Debtconsolidation,B,11975.0,9.99,1.0,0.4,N,8
23.0,24000.0,Rent,1.0,Venture,B,5500.0,10.99,0.0,0.23,N,4
25.0,42500.0,Rent,1.0,Debtconsolidation,B,12000.0,12.69,0.0,0.28,N,3
52.0,71520.0,Rent,0.0,Education,E,7000.0,16.82,1.0,0.1,Y,24
29.0,110000.0,Mortgage,0.0,Venture,A,15000.0,8.94,0.0,0.14,N,7
25.0,125000.0,Mortgage,9.0,Personal,B,12000.0,9.91,0.0,0.1,N,3
26.0,71004.0,Rent,0.0,Debtconsolidation,D,20000.0,13.36,1.0,0.28,N,2
24.0,90000.0,Mortgage,0.0,Debtconsolidation,C,24000.0,13.06,0.0,0.27,Y,2
22.0,80750.0,Mortgage,1.0,Medical,D,24000.0,15.99,1.0,0.25,N,4
27.0,85000.0,Rent,6.0,Homeimprovement,B,9000.0,10.36,0.0,0.11,N,5
28.0,105000.0,Rent,5.0,Debtconsolidation,C,5500.0,15.23,0.0,0.05,N,7
21.0,27600.0,Own,3.0,Education,C,1000.0,15.27,0.0,0.04,Y,2
25.0,48000.0,Rent,3.0,Debtconsolidation,B,2000.0,10.74,0.0,0.04,N,2
25.0,44000.0,Rent,1.0,Medical,D,8000.0,12.92,1.0,0.18,N,2
24.0,73000.0,Rent,0.0,Venture,E,22400.0,16.7,1.0,0.31,Y,4
25.0,115000.0,Mortgage,4.0,Personal,A,20000.0,6.91,0.0,0.17,N,4
37.0,40680.0,Mortgage,6.0,Debtconsolidation,D,8000.0,15.21,1.0,0.2,N,13
33.0,65000.0,Rent,1.0,Education,B,4700.0,9.45,0.0,0.07,N,7
21.0,38000.0,Rent,5.0,Education,B,13500.0,9.91,1.0,0.36,N,3
24.0,95004.0,Mortgage,0.0,Medical,C,18000.0,13.35,0.0,0.19,N,3
22.0,14400.0,Rent,0.0,Debtconsolidation,B,7200.0,11.71,1.0,0.5,N,4
35.0,31000.0,Mortgage,2.0,Personal,B,8875.0,11.99,1.0,0.29,N,7
22.0,70000.0,Rent,5.0,Personal,A,13600.0,7.29,0.0,0.19,N,4
29.0,51504.0,Rent,0.0,Medical,B,5500.0,11.89,0.0,0.11,N,9
26.0,37680.0,Rent,5.0,Medical,D,2000.0,14.96,1.0,0.05,Y,2
25.0,44000.0,Rent,9.0,Medical,A,9000.0,7.29,0.0,0.2,N,3
35.0,143485.0,Mortgage,10.0,Personal,B,8000.0,10.62,0.0,0.06,N,7
27.0,106000.0,Rent,5.0,Debtconsolidation,B,15000.0,10.75,0.0,0.14,N,6
26.0,45000.0,Rent,2.0,Debtconsolidation,A,9050.0,7.29,0.0,0.2,N,3
45.0,26748.0,Own,8.0,Medical,A,4000.0,7.88,0.0,0.15,N,12
22.0,76000.0,Rent,6.0,Education,B,7000.0,11.12,0.0,0.09,N,2
26.0,99085.0,Mortgage,10.0,Venture,D,8000.0,14.91,0.0,0.08,Y,4
25.0,110000.0,Mortgage,1.0,Personal,B,25000.0,11.49,0.0,0.23,N,4
38.0,48000.0,Mortgage,9.0,Homeimprovement,B,7800.0,10.65,0.0,0.16,N,12
33.0,92000.0,Mortgage,8.0,Personal,C,20000.0,13.06,0.0,0.22,N,9
22.0,36996.0,Rent,5.0,Education,A,10000.0,7.51,0.0,0.27,N,4
28.0,50000.0,Rent,4.0,Debtconsolidation,D,15000.0,14.91,1.0,0.3,N,7
25.0,33000.0,Rent,0.0,Venture,C,10000.0,15.96,1.0,0.3,Y,3
22.0,72000.0,Mortgage,6.0,Medical,A,5000.0,6.54,0.0,0.07,N,2
26.0,83600.0,Mortgage,2.0,Homeimprovement,A,13600.0,7.66,0.0,0.16,N,3
38.0,36000.0,Rent,13.0,Education,B,7500.0,11.36,0.0,0.21,N,13
23.0,39000.0,Mortgage,8.0,Education,A,10000.0,7.51,0.0,0.26,N,2
27.0,40000.0,Rent,8.0,Medical,B,12000.0,10.37,0.0,0.3,N,9
28.0,55000.0,Rent,6.0,Medical,C,12000.0,14.27,0.0,0.22,Y,10
36.0,30000.0,Rent,1.0,Debtconsolidation,B,5000.0,11.14,0.0,0.17,N,17
31.0,108000.0,Mortgage,11.0,Debtconsolidation,C,35000.0,13.49,1.0,0.32,N,10
28.0,71000.0,Rent,0.0,Homeimprovement,D,3200.0,14.61,1.0,0.05,Y,5
26.0,25500.0,Mortgage,8.0,Homeimprovement,C,5600.0,11.91,0.0,0.22,N,4
22.0,38400.0,Rent,6.0,Debtconsolidation,B,3600.0,12.69,0.0,0.09,N,3
27.0,42000.0,Rent,2.0,Education,A,3000.0,8.94,0.0,0.07,N,5
27.0,116000.0,Mortgage,4.0,Personal,D,25000.0,13.36,1.0,0.22,N,6
22.0,106000.0,Mortgage,5.0,Education,F,25000.0,18.09,0.0,0.24,N,3
26.0,244800.0,Mortgage,11.0,Medical,D,12000.0,16.29,1.0,0.04,Y,4
25.0,150000.0,Mortgage,9.0,Personal,B,20000.0,8.88,0.0,0.13,N,4
23.0,69000.0,Rent,4.0,Education,D,3800.0,15.28,1.0,0.06,Y,3
25.0,88668.0,Mortgage,2.0,Medical,A,3000.0,6.62,0.0,0.03,N,2
32.0,20004.0,Rent,16.0,Personal,A,3500.0,6.39,0.0,0.17,N,5
27.0,54216.0,Mortgage,4.0,Personal,A,9000.0,5.99,0.0,0.17,N,5
24.0,67430.0,Mortgage,8.0,Medical,C,12000.0,12.87,0.0,0.18,Y,4
22.0,54000.0,Rent,1.0,Debtconsolidation,A,5000.0,6.54,1.0,0.09,N,3
23.0,58000.0,Mortgage,7.0,Medical,C,7200.0,11.97,1.0,0.12,N,3
25.0,33600.0,Rent,5.0,Debtconsolidation,B,1000.0,11.86,0.0,0.03,N,2
25.0,100000.0,Rent,2.0,Homeimprovement,D,21000.0,16.49,1.0,0.21,Y,3
22.0,66614.0,Mortgage,6.0,Medical,E,11000.0,17.99,1.0,0.14,Y,2
23.0,35000.0,Rent,1.0,Education,A,10000.0,5.79,0.0,0.29,N,2
32.0,45000.0,Mortgage,8.0,Debtconsolidation,A,2100.0,6.99,0.0,0.05,N,10
27.0,180000.0,Rent,4.0,Personal,B,8000.0,10.37,0.0,0.04,N,5
32.0,24000.0,Own,5.0,Education,B,2850.0,11.83,0.0,0.12,N,7
34.0,39996.0,Rent,6.0,Debtconsolidation,A,1200.0,7.88,0.0,0.03,N,8
28.0,103832.0,Rent,12.0,Education,E,24000.0,16.69,0.0,0.23,N,5
26.0,71760.0,Mortgage,10.0,Personal,E,3000.0,19.91,0.0,0.04,N,3
29.0,40000.0,Mortgage,3.0,Medical,A,6600.0,8.0,0.0,0.17,N,10
27.0,35000.0,Own,2.0,Homeimprovement,B,6000.0,11.99,0.0,0.17,N,10
28.0,48000.0,Rent,1.0,Education,A,2500.0,8.49,0.0,0.05,N,5
28.0,100000.0,Own,7.0,Homeimprovement,C,20000.0,12.68,0.0,0.2,Y,6
25.0,40000.0,Rent,0.0,Medical,C,4700.0,12.09,0.0,0.12,Y,3
27.0,180000.0,Mortgage,2.0,Medical,C,8000.0,13.23,0.0,0.04,Y,7
29.0,100000.0,Mortgage,3.0,Debtconsolidation,A,4800.0,5.79,0.0,0.05,N,9
23.0,69996.0,Mortgage,5.0,Venture,B,12000.0,11.11,0.0,0.17,N,2
40.0,30000.0,Rent,4.0,Medical,D,5500.0,14.74,0.0,0.18,N,12
32.0,60000.0,Mortgage,2.0,Venture,B,7125.0,9.99,0.0,0.12,N,7
23.0,42000.0,Rent,1.0,Homeimprovement,C,6000.0,12.99,1.0,0.14,N,4
48.0,54000.0,Mortgage,1.0,Homeimprovement,A,2000.0,5.99,0.0,0.04,N,16
22.0,28880.0,Mortgage,4.0,Medical,A,2000.0,8.59,0.0,0.07,N,3
28.0,43500.0,Mortgage,12.0,Personal,B,4000.0,12.69,0.0,0.09,N,5
26.0,96000.0,Mortgage,10.0,Homeimprovement,E,24000.0,19.42,0.0,0.25,N,4
21.0,54036.0,Mortgage,3.0,Medical,B,8000.0,11.36,0.0,0.15,N,2
27.0,45000.0,Mortgage,9.0,Medical,B,12000.0,9.76,0.0,0.27,N,6
32.0,64000.0,Mortgage,3.0,Homeimprovement,A,13000.0,7.88,0.0,0.2,N,7
29.0,40000.0,Rent,12.0,Debtconsolidation,B,16000.0,11.71,1.0,0.4,N,6
25.0,107000.0,Mortgage,0.0,Medical,C,7000.0,12.87,0.0,0.07,N,2
25.0,35000.0,Rent,2.0,Education,A,2700.0,7.88,0.0,0.08,N,2
27.0,70000.0,Rent,4.0,Education,B,20000.0,11.48,0.0,0.29,N,9
25.0,80000.0,Mortgage,10.0,Education,D,25000.0,15.31,0.0,0.31,N,2
39.0,21600.0,Own,0.0,Medical,A,6000.0,6.03,0.0,0.28,N,12
35.0,65000.0,Mortgage,5.0,Debtconsolidation,B,25000.0,9.51,0.0,0.38,N,10
24.0,61100.0,Mortgage,4.0,Debtconsolidation,D,25000.0,17.49,1.0,0.41,N,3
24.0,40000.0,Mortgage,3.0,Medical,B,10500.0,11.36,0.0,0.26,N,2
28.0,40000.0,Own,2.0,Education,A,3600.0,6.99,0.0,0.09,N,10
26.0,70000.0,Rent,4.0,Venture,C,4000.0,13.06,0.0,0.06,Y,4
33.0,80000.0,Mortgage,4.0,Medical,B,12000.0,11.14,0.0,0.15,N,6
51.0,58000.0,Rent,2.0,Medical,E,1500.0,19.03,1.0,0.03,N,24
22.0,79618.0,Mortgage,6.0,Education,A,7000.0,7.74,0.0,0.09,N,3
24.0,57000.0,Mortgage,8.0,Homeimprovement,B,19725.0,9.99,0.0,0.35,N,2
26.0,115200.0,Mortgage,10.0,Debtconsolidation,C,4500.0,11.97,0.0,0.04,Y,2
33.0,87000.0,Mortgage,1.0,Education,D,5000.0,14.96,0.0,0.06,Y,9
24.0,52000.0,Rent,1.0,Education,C,8000.0,11.78,0.0,0.15,N,3
37.0,124000.0,Mortgage,4.0,Homeimprovement,C,19000.0,13.92,0.0,0.15,Y,16
26.0,50200.0,Rent,1.0,Education,A,9000.0,7.66,0.0,0.18,N,3
25.0,100000.0,Mortgage,3.0,Personal,D,13750.0,15.95,0.0,0.14,N,4
23.0,74758.0,Mortgage,3.0,Debtconsolidation,B,11050.0,10.37,0.0,0.15,N,3
24.0,72400.0,Mortgage,4.0,Education,E,25000.0,17.99,0.0,0.35,Y,2
23.0,85000.0,Rent,2.0,Venture,C,12000.0,13.16,0.0,0.14,Y,4
23.0,48000.0,Rent,4.0,Medical,A,7500.0,5.79,0.0,0.16,N,4
24.0,38272.0,Rent,1.0,Venture,C,15250.0,14.17,1.0,0.4,Y,2
23.0,57738.0,Mortgage,7.0,Education,A,7000.0,7.14,0.0,0.12,N,4
23.0,67000.0,Own,1.0,Venture,A,3250.0,6.76,0.0,0.05,N,2
24.0,50000.0,Rent,8.0,Personal,C,8000.0,15.96,0.0,0.16,N,3
34.0,87000.0,Rent,0.0,Education,A,2500.0,7.14,0.0,0.03,N,5
29.0,52000.0,Own,13.0,Venture,C,1000.0,13.23,0.0,0.02,N,8
25.0,39000.0,Mortgage,5.0,Personal,C,8500.0,14.65,1.0,0.22,N,4
34.0,36129.0,Rent,3.0,Debtconsolidation,C,1800.0,14.22,0.0,0.05,Y,9
28.0,60000.0,Mortgage,3.0,Education,B,35000.0,10.59,0.0,0.58,N,6
30.0,73000.0,Rent,15.0,Personal,B,5500.0,9.99,0.0,0.08,N,5
22.0,94200.0,Mortgage,6.0,Personal,B,20000.0,8.88,0.0,0.21,N,2
29.0,45600.0,Mortgage,7.0,Venture,B,9600.0,10.36,0.0,0.21,N,5
21.0,72000.0,Mortgage,5.0,Debtconsolidation,A,24000.0,7.49,0.0,0.33,N,3
